kb_id,category,fact_name,arg1,arg2,arg3,start_date,end_date
7193,CORE,is_doctor_of,doc_4,pat_1709,,2025-01-01,2027-01-01
7194,CORE,owns_phi_record,pat_1709,phi_rec_1709,,2025-01-01,2027-01-01
7195,CORE,is_phi,phi_rec_1709,,,2025-01-01,2027-01-01
7196,CORE,is_doctor_of,doc_12,pat_1710,,2025-01-01,2027-01-01
7197,CORE,owns_phi_record,pat_1710,phi_rec_1710,,2025-01-01,2027-01-01
7198,CORE,is_phi,phi_rec_1710,,,2025-01-01,2027-01-01
7199,CORE,is_doctor_of,doc_45,pat_1711,,2025-01-01,2027-01-01
7200,CORE,owns_phi_record,pat_1711,phi_rec_1711,,2025-01-01,2027-01-01
7201,CORE,is_phi,phi_rec_1711,,,2025-01-01,2027-01-01
7202,CORE,is_doctor_of,doc_7,pat_1712,,2025-01-01,2027-01-01
7203,CORE,owns_phi_record,pat_1712,phi_rec_1712,,2025-01-01,2027-01-01
7204,CORE,is_phi,phi_rec_1712,,,2025-01-01,2027-01-01
7205,CORE,is_doctor_of,doc_42,pat_1713,,2025-01-01,2027-01-01
7206,CORE,owns_phi_record,pat_1713,phi_rec_1713,,2025-01-01,2027-01-01
7207,CORE,is_phi,phi_rec_1713,,,2025-01-01,2027-01-01
7208,CORE,is_doctor_of,doc_34,pat_1714,,2025-01-01,2027-01-01
7209,CORE,owns_phi_record,pat_1714,phi_rec_1714,,2025-01-01,2027-01-01
7210,CORE,is_phi,phi_rec_1714,,,2025-01-01,2027-01-01
7211,CORE,is_doctor_of,doc_30,pat_1715,,2025-01-01,2027-01-01
7212,CORE,owns_phi_record,pat_1715,phi_rec_1715,,2025-01-01,2027-01-01
7213,CORE,is_phi,phi_rec_1715,,,2025-01-01,2027-01-01
7214,CORE,is_doctor_of,doc_2,pat_1716,,2025-01-01,2027-01-01
7215,CORE,owns_phi_record,pat_1716,phi_rec_1716,,2025-01-01,2027-01-01
7216,CORE,is_phi,phi_rec_1716,,,2025-01-01,2027-01-01
7217,CORE,is_doctor_of,doc_20,pat_1717,,2025-01-01,2027-01-01
7218,CORE,owns_phi_record,pat_1717,phi_rec_1717,,2025-01-01,2027-01-01
7219,CORE,is_phi,phi_rec_1717,,,2025-01-01,2027-01-01
7220,CORE,is_doctor_of,doc_1,pat_1718,,2025-01-01,2027-01-01
7221,CORE,owns_phi_record,pat_1718,phi_rec_1718,,2025-01-01,2027-01-01
7222,CORE,is_phi,phi_rec_1718,,,2025-01-01,2027-01-01
7223,CORE,is_doctor_of,doc_20,pat_1719,,2025-01-01,2027-01-01
7224,CORE,owns_phi_record,pat_1719,phi_rec_1719,,2025-01-01,2027-01-01
7225,CORE,is_phi,phi_rec_1719,,,2025-01-01,2027-01-01
7226,CORE,is_doctor_of,doc_25,pat_1720,,2025-01-01,2027-01-01
7227,CORE,owns_phi_record,pat_1720,phi_rec_1720,,2025-01-01,2027-01-01
7228,CORE,is_phi,phi_rec_1720,,,2025-01-01,2027-01-01
7229,CORE,is_doctor_of,doc_8,pat_1721,,2025-01-01,2027-01-01
7230,CORE,owns_phi_record,pat_1721,phi_rec_1721,,2025-01-01,2027-01-01
7231,CORE,is_phi,phi_rec_1721,,,2025-01-01,2027-01-01
7232,CORE,is_doctor_of,doc_48,pat_1722,,2025-01-01,2027-01-01
7233,CORE,owns_phi_record,pat_1722,phi_rec_1722,,2025-01-01,2027-01-01
7234,CORE,is_phi,phi_rec_1722,,,2025-01-01,2027-01-01
7235,CORE,is_doctor_of,doc_40,pat_1723,,2025-01-01,2027-01-01
7236,CORE,owns_phi_record,pat_1723,phi_rec_1723,,2025-01-01,2027-01-01
7237,CORE,is_phi,phi_rec_1723,,,2025-01-01,2027-01-01
7238,CORE,is_doctor_of,doc_17,pat_1724,,2025-01-01,2027-01-01
7239,CORE,owns_phi_record,pat_1724,phi_rec_1724,,2025-01-01,2027-01-01
7240,CORE,is_phi,phi_rec_1724,,,2025-01-01,2027-01-01
7241,CORE,is_doctor_of,doc_26,pat_1725,,2025-01-01,2027-01-01
7242,CORE,owns_phi_record,pat_1725,phi_rec_1725,,2025-01-01,2027-01-01
7243,CORE,is_phi,phi_rec_1725,,,2025-01-01,2027-01-01
7244,CORE,is_doctor_of,doc_42,pat_1726,,2025-01-01,2027-01-01
7245,CORE,owns_phi_record,pat_1726,phi_rec_1726,,2025-01-01,2027-01-01
7246,CORE,is_phi,phi_rec_1726,,,2025-01-01,2027-01-01
7247,CORE,is_doctor_of,doc_9,pat_1727,,2025-01-01,2027-01-01
7248,CORE,owns_phi_record,pat_1727,phi_rec_1727,,2025-01-01,2027-01-01
7249,CORE,is_phi,phi_rec_1727,,,2025-01-01,2027-01-01
7250,CORE,is_doctor_of,doc_38,pat_1728,,2025-01-01,2027-01-01
7251,CORE,owns_phi_record,pat_1728,phi_rec_1728,,2025-01-01,2027-01-01
7252,CORE,is_phi,phi_rec_1728,,,2025-01-01,2027-01-01
7253,CORE,is_doctor_of,doc_9,pat_1729,,2025-01-01,2027-01-01
7254,CORE,owns_phi_record,pat_1729,phi_rec_1729,,2025-01-01,2027-01-01
7255,CORE,is_phi,phi_rec_1729,,,2025-01-01,2027-01-01
7256,CORE,is_doctor_of,doc_25,pat_1730,,2025-01-01,2027-01-01
7257,CORE,owns_phi_record,pat_1730,phi_rec_1730,,2025-01-01,2027-01-01
7258,CORE,is_phi,phi_rec_1730,,,2025-01-01,2027-01-01
7259,CORE,is_doctor_of,doc_19,pat_1731,,2025-01-01,2027-01-01
7260,CORE,owns_phi_record,pat_1731,phi_rec_1731,,2025-01-01,2027-01-01
7261,CORE,is_phi,phi_rec_1731,,,2025-01-01,2027-01-01
7262,CORE,is_doctor_of,doc_32,pat_1732,,2025-01-01,2027-01-01
7263,CORE,owns_phi_record,pat_1732,phi_rec_1732,,2025-01-01,2027-01-01
7264,CORE,is_phi,phi_rec_1732,,,2025-01-01,2027-01-01
7265,CORE,is_doctor_of,doc_3,pat_1733,,2025-01-01,2027-01-01
7266,CORE,owns_phi_record,pat_1733,phi_rec_1733,,2025-01-01,2027-01-01
7267,CORE,is_phi,phi_rec_1733,,,2025-01-01,2027-01-01
7268,CORE,is_doctor_of,doc_10,pat_1734,,2025-01-01,2027-01-01
7269,CORE,owns_phi_record,pat_1734,phi_rec_1734,,2025-01-01,2027-01-01
7270,CORE,is_phi,phi_rec_1734,,,2025-01-01,2027-01-01
7271,CORE,is_doctor_of,doc_8,pat_1735,,2025-01-01,2027-01-01
7272,CORE,owns_phi_record,pat_1735,phi_rec_1735,,2025-01-01,2027-01-01
7273,CORE,is_phi,phi_rec_1735,,,2025-01-01,2027-01-01
7274,CORE,is_doctor_of,doc_8,pat_1736,,2025-01-01,2027-01-01
7275,CORE,owns_phi_record,pat_1736,phi_rec_1736,,2025-01-01,2027-01-01
7276,CORE,is_phi,phi_rec_1736,,,2025-01-01,2027-01-01
7277,CORE,is_doctor_of,doc_30,pat_1737,,2025-01-01,2027-01-01
7278,CORE,owns_phi_record,pat_1737,phi_rec_1737,,2025-01-01,2027-01-01
7279,CORE,is_phi,phi_rec_1737,,,2025-01-01,2027-01-01
7280,CORE,is_doctor_of,doc_45,pat_1738,,2025-01-01,2027-01-01
7281,CORE,owns_phi_record,pat_1738,phi_rec_1738,,2025-01-01,2027-01-01
7282,CORE,is_phi,phi_rec_1738,,,2025-01-01,2027-01-01
7283,CORE,is_doctor_of,doc_41,pat_1739,,2025-01-01,2027-01-01
7284,CORE,owns_phi_record,pat_1739,phi_rec_1739,,2025-01-01,2027-01-01
7285,CORE,is_phi,phi_rec_1739,,,2025-01-01,2027-01-01
7286,CORE,is_doctor_of,doc_45,pat_1740,,2025-01-01,2027-01-01
7287,CORE,owns_phi_record,pat_1740,phi_rec_1740,,2025-01-01,2027-01-01
7288,CORE,is_phi,phi_rec_1740,,,2025-01-01,2027-01-01
7289,CORE,is_doctor_of,doc_48,pat_1741,,2025-01-01,2027-01-01
7290,CORE,owns_phi_record,pat_1741,phi_rec_1741,,2025-01-01,2027-01-01
7291,CORE,is_phi,phi_rec_1741,,,2025-01-01,2027-01-01
7292,CORE,is_doctor_of,doc_46,pat_1742,,2025-01-01,2027-01-01
7293,CORE,owns_phi_record,pat_1742,phi_rec_1742,,2025-01-01,2027-01-01
7294,CORE,is_phi,phi_rec_1742,,,2025-01-01,2027-01-01
7295,CORE,is_doctor_of,doc_2,pat_1743,,2025-01-01,2027-01-01
7296,CORE,owns_phi_record,pat_1743,phi_rec_1743,,2025-01-01,2027-01-01
7297,CORE,is_phi,phi_rec_1743,,,2025-01-01,2027-01-01
7298,CORE,is_doctor_of,doc_46,pat_1744,,2025-01-01,2027-01-01
7299,CORE,owns_phi_record,pat_1744,phi_rec_1744,,2025-01-01,2027-01-01
7300,CORE,is_phi,phi_rec_1744,,,2025-01-01,2027-01-01
7301,CORE,is_doctor_of,doc_33,pat_1745,,2025-01-01,2027-01-01
7302,CORE,owns_phi_record,pat_1745,phi_rec_1745,,2025-01-01,2027-01-01
7303,CORE,is_phi,phi_rec_1745,,,2025-01-01,2027-01-01
7304,CORE,is_doctor_of,doc_2,pat_1746,,2025-01-01,2027-01-01
7305,CORE,owns_phi_record,pat_1746,phi_rec_1746,,2025-01-01,2027-01-01
7306,CORE,is_phi,phi_rec_1746,,,2025-01-01,2027-01-01
7307,CORE,is_doctor_of,doc_35,pat_1747,,2025-01-01,2027-01-01
7308,CORE,owns_phi_record,pat_1747,phi_rec_1747,,2025-01-01,2027-01-01
7309,CORE,is_phi,phi_rec_1747,,,2025-01-01,2027-01-01
7310,CORE,is_doctor_of,doc_44,pat_1748,,2025-01-01,2027-01-01
7311,CORE,owns_phi_record,pat_1748,phi_rec_1748,,2025-01-01,2027-01-01
7312,CORE,is_phi,phi_rec_1748,,,2025-01-01,2027-01-01
7313,CORE,is_doctor_of,doc_47,pat_1749,,2025-01-01,2027-01-01
7314,CORE,owns_phi_record,pat_1749,phi_rec_1749,,2025-01-01,2027-01-01
7315,CORE,is_phi,phi_rec_1749,,,2025-01-01,2027-01-01
7316,CORE,is_doctor_of,doc_44,pat_1750,,2025-01-01,2027-01-01
7317,CORE,owns_phi_record,pat_1750,phi_rec_1750,,2025-01-01,2027-01-01
7318,CORE,is_phi,phi_rec_1750,,,2025-01-01,2027-01-01
7319,CORE,is_doctor_of,doc_40,pat_1751,,2025-01-01,2027-01-01
7320,CORE,owns_phi_record,pat_1751,phi_rec_1751,,2025-01-01,2027-01-01
7321,CORE,is_phi,phi_rec_1751,,,2025-01-01,2027-01-01
7322,CORE,is_doctor_of,doc_24,pat_1752,,2025-01-01,2027-01-01
7323,CORE,owns_phi_record,pat_1752,phi_rec_1752,,2025-01-01,2027-01-01
7324,CORE,is_phi,phi_rec_1752,,,2025-01-01,2027-01-01
7325,CORE,is_doctor_of,doc_11,pat_1753,,2025-01-01,2027-01-01
7326,CORE,owns_phi_record,pat_1753,phi_rec_1753,,2025-01-01,2027-01-01
7327,CORE,is_phi,phi_rec_1753,,,2025-01-01,2027-01-01
7328,CORE,is_doctor_of,doc_22,pat_1754,,2025-01-01,2027-01-01
7329,CORE,owns_phi_record,pat_1754,phi_rec_1754,,2025-01-01,2027-01-01
7330,CORE,is_phi,phi_rec_1754,,,2025-01-01,2027-01-01
7331,CORE,is_doctor_of,doc_37,pat_1755,,2025-01-01,2027-01-01
7332,CORE,owns_phi_record,pat_1755,phi_rec_1755,,2025-01-01,2027-01-01
7333,CORE,is_phi,phi_rec_1755,,,2025-01-01,2027-01-01
7334,CORE,is_doctor_of,doc_5,pat_1756,,2025-01-01,2027-01-01
7335,CORE,owns_phi_record,pat_1756,phi_rec_1756,,2025-01-01,2027-01-01
7336,CORE,is_phi,phi_rec_1756,,,2025-01-01,2027-01-01
7337,CORE,is_doctor_of,doc_5,pat_1757,,2025-01-01,2027-01-01
7338,CORE,owns_phi_record,pat_1757,phi_rec_1757,,2025-01-01,2027-01-01
7339,CORE,is_phi,phi_rec_1757,,,2025-01-01,2027-01-01
7340,CORE,is_doctor_of,doc_35,pat_1758,,2025-01-01,2027-01-01
7341,CORE,owns_phi_record,pat_1758,phi_rec_1758,,2025-01-01,2027-01-01
7342,CORE,is_phi,phi_rec_1758,,,2025-01-01,2027-01-01
7343,CORE,is_doctor_of,doc_11,pat_1759,,2025-01-01,2027-01-01
7344,CORE,owns_phi_record,pat_1759,phi_rec_1759,,2025-01-01,2027-01-01
7345,CORE,is_phi,phi_rec_1759,,,2025-01-01,2027-01-01
7346,CORE,is_doctor_of,doc_16,pat_1760,,2025-01-01,2027-01-01
7347,CORE,owns_phi_record,pat_1760,phi_rec_1760,,2025-01-01,2027-01-01
7348,CORE,is_phi,phi_rec_1760,,,2025-01-01,2027-01-01
7349,CORE,is_doctor_of,doc_12,pat_1761,,2025-01-01,2027-01-01
7350,CORE,owns_phi_record,pat_1761,phi_rec_1761,,2025-01-01,2027-01-01
7351,CORE,is_phi,phi_rec_1761,,,2025-01-01,2027-01-01
7352,CORE,is_doctor_of,doc_16,pat_1762,,2025-01-01,2027-01-01
7353,CORE,owns_phi_record,pat_1762,phi_rec_1762,,2025-01-01,2027-01-01
7354,CORE,is_phi,phi_rec_1762,,,2025-01-01,2027-01-01
7355,CORE,is_doctor_of,doc_20,pat_1763,,2025-01-01,2027-01-01
7356,CORE,owns_phi_record,pat_1763,phi_rec_1763,,2025-01-01,2027-01-01
7357,CORE,is_phi,phi_rec_1763,,,2025-01-01,2027-01-01
7358,CORE,is_doctor_of,doc_44,pat_1764,,2025-01-01,2027-01-01
7359,CORE,owns_phi_record,pat_1764,phi_rec_1764,,2025-01-01,2027-01-01
7360,CORE,is_phi,phi_rec_1764,,,2025-01-01,2027-01-01
7361,CORE,is_doctor_of,doc_45,pat_1765,,2025-01-01,2027-01-01
7362,CORE,owns_phi_record,pat_1765,phi_rec_1765,,2025-01-01,2027-01-01
7363,CORE,is_phi,phi_rec_1765,,,2025-01-01,2027-01-01
7364,CORE,is_doctor_of,doc_16,pat_1766,,2025-01-01,2027-01-01
7365,CORE,owns_phi_record,pat_1766,phi_rec_1766,,2025-01-01,2027-01-01
7366,CORE,is_phi,phi_rec_1766,,,2025-01-01,2027-01-01
7367,CORE,is_doctor_of,doc_16,pat_1767,,2025-01-01,2027-01-01
7368,CORE,owns_phi_record,pat_1767,phi_rec_1767,,2025-01-01,2027-01-01
7369,CORE,is_phi,phi_rec_1767,,,2025-01-01,2027-01-01
7370,CORE,is_doctor_of,doc_33,pat_1768,,2025-01-01,2027-01-01
7371,CORE,owns_phi_record,pat_1768,phi_rec_1768,,2025-01-01,2027-01-01
7372,CORE,is_phi,phi_rec_1768,,,2025-01-01,2027-01-01
7373,CORE,is_doctor_of,doc_29,pat_1769,,2025-01-01,2027-01-01
7374,CORE,owns_phi_record,pat_1769,phi_rec_1769,,2025-01-01,2027-01-01
7375,CORE,is_phi,phi_rec_1769,,,2025-01-01,2027-01-01
7376,CORE,is_doctor_of,doc_9,pat_1770,,2025-01-01,2027-01-01
7377,CORE,owns_phi_record,pat_1770,phi_rec_1770,,2025-01-01,2027-01-01
7378,CORE,is_phi,phi_rec_1770,,,2025-01-01,2027-01-01
7379,CORE,is_doctor_of,doc_48,pat_1771,,2025-01-01,2027-01-01
7380,CORE,owns_phi_record,pat_1771,phi_rec_1771,,2025-01-01,2027-01-01
7381,CORE,is_phi,phi_rec_1771,,,2025-01-01,2027-01-01
7382,CORE,is_doctor_of,doc_28,pat_1772,,2025-01-01,2027-01-01
7383,CORE,owns_phi_record,pat_1772,phi_rec_1772,,2025-01-01,2027-01-01
7384,CORE,is_phi,phi_rec_1772,,,2025-01-01,2027-01-01
7385,CORE,is_doctor_of,doc_35,pat_1773,,2025-01-01,2027-01-01
7386,CORE,owns_phi_record,pat_1773,phi_rec_1773,,2025-01-01,2027-01-01
7387,CORE,is_phi,phi_rec_1773,,,2025-01-01,2027-01-01
7388,CORE,is_doctor_of,doc_9,pat_1774,,2025-01-01,2027-01-01
7389,CORE,owns_phi_record,pat_1774,phi_rec_1774,,2025-01-01,2027-01-01
7390,CORE,is_phi,phi_rec_1774,,,2025-01-01,2027-01-01
7391,CORE,is_doctor_of,doc_2,pat_1775,,2025-01-01,2027-01-01
7392,CORE,owns_phi_record,pat_1775,phi_rec_1775,,2025-01-01,2027-01-01
7393,CORE,is_phi,phi_rec_1775,,,2025-01-01,2027-01-01
7394,CORE,is_doctor_of,doc_40,pat_1776,,2025-01-01,2027-01-01
7395,CORE,owns_phi_record,pat_1776,phi_rec_1776,,2025-01-01,2027-01-01
7396,CORE,is_phi,phi_rec_1776,,,2025-01-01,2027-01-01
7397,CORE,is_doctor_of,doc_37,pat_1777,,2025-01-01,2027-01-01
7398,CORE,owns_phi_record,pat_1777,phi_rec_1777,,2025-01-01,2027-01-01
7399,CORE,is_phi,phi_rec_1777,,,2025-01-01,2027-01-01
7400,CORE,is_doctor_of,doc_11,pat_1778,,2025-01-01,2027-01-01
7401,CORE,owns_phi_record,pat_1778,phi_rec_1778,,2025-01-01,2027-01-01
7402,CORE,is_phi,phi_rec_1778,,,2025-01-01,2027-01-01
7403,CORE,is_doctor_of,doc_41,pat_1779,,2025-01-01,2027-01-01
7404,CORE,owns_phi_record,pat_1779,phi_rec_1779,,2025-01-01,2027-01-01
7405,CORE,is_phi,phi_rec_1779,,,2025-01-01,2027-01-01
7406,CORE,is_doctor_of,doc_32,pat_1780,,2025-01-01,2027-01-01
7407,CORE,owns_phi_record,pat_1780,phi_rec_1780,,2025-01-01,2027-01-01
7408,CORE,is_phi,phi_rec_1780,,,2025-01-01,2027-01-01
7409,CORE,is_doctor_of,doc_2,pat_1781,,2025-01-01,2027-01-01
7410,CORE,owns_phi_record,pat_1781,phi_rec_1781,,2025-01-01,2027-01-01
7411,CORE,is_phi,phi_rec_1781,,,2025-01-01,2027-01-01
7412,CORE,is_doctor_of,doc_48,pat_1782,,2025-01-01,2027-01-01
7413,CORE,owns_phi_record,pat_1782,phi_rec_1782,,2025-01-01,2027-01-01
7414,CORE,is_phi,phi_rec_1782,,,2025-01-01,2027-01-01
7415,CORE,is_doctor_of,doc_20,pat_1783,,2025-01-01,2027-01-01
7416,CORE,owns_phi_record,pat_1783,phi_rec_1783,,2025-01-01,2027-01-01
7417,CORE,is_phi,phi_rec_1783,,,2025-01-01,2027-01-01
7418,CORE,is_doctor_of,doc_4,pat_1784,,2025-01-01,2027-01-01
7419,CORE,owns_phi_record,pat_1784,phi_rec_1784,,2025-01-01,2027-01-01
7420,CORE,is_phi,phi_rec_1784,,,2025-01-01,2027-01-01
7421,CORE,is_doctor_of,doc_12,pat_1785,,2025-01-01,2027-01-01
7422,CORE,owns_phi_record,pat_1785,phi_rec_1785,,2025-01-01,2027-01-01
7423,CORE,is_phi,phi_rec_1785,,,2025-01-01,2027-01-01
7424,CORE,is_doctor_of,doc_41,pat_1786,,2025-01-01,2027-01-01
7425,CORE,owns_phi_record,pat_1786,phi_rec_1786,,2025-01-01,2027-01-01
7426,CORE,is_phi,phi_rec_1786,,,2025-01-01,2027-01-01
7427,CORE,is_doctor_of,doc_29,pat_1787,,2025-01-01,2027-01-01
7428,CORE,owns_phi_record,pat_1787,phi_rec_1787,,2025-01-01,2027-01-01
7429,CORE,is_phi,phi_rec_1787,,,2025-01-01,2027-01-01
7430,CORE,is_doctor_of,doc_39,pat_1788,,2025-01-01,2027-01-01
7431,CORE,owns_phi_record,pat_1788,phi_rec_1788,,2025-01-01,2027-01-01
7432,CORE,is_phi,phi_rec_1788,,,2025-01-01,2027-01-01
7433,CORE,is_doctor_of,doc_15,pat_1789,,2025-01-01,2027-01-01
7434,CORE,owns_phi_record,pat_1789,phi_rec_1789,,2025-01-01,2027-01-01
7435,CORE,is_phi,phi_rec_1789,,,2025-01-01,2027-01-01
7436,CORE,is_doctor_of,doc_29,pat_1790,,2025-01-01,2027-01-01
7437,CORE,owns_phi_record,pat_1790,phi_rec_1790,,2025-01-01,2027-01-01
7438,CORE,is_phi,phi_rec_1790,,,2025-01-01,2027-01-01
7439,CORE,is_doctor_of,doc_33,pat_1791,,2025-01-01,2027-01-01
7440,CORE,owns_phi_record,pat_1791,phi_rec_1791,,2025-01-01,2027-01-01
7441,CORE,is_phi,phi_rec_1791,,,2025-01-01,2027-01-01
7442,CORE,is_doctor_of,doc_10,pat_1792,,2025-01-01,2027-01-01
7443,CORE,owns_phi_record,pat_1792,phi_rec_1792,,2025-01-01,2027-01-01
7444,CORE,is_phi,phi_rec_1792,,,2025-01-01,2027-01-01
7445,CORE,is_doctor_of,doc_45,pat_1793,,2025-01-01,2027-01-01
7446,CORE,owns_phi_record,pat_1793,phi_rec_1793,,2025-01-01,2027-01-01
7447,CORE,is_phi,phi_rec_1793,,,2025-01-01,2027-01-01
7448,CORE,is_doctor_of,doc_21,pat_1794,,2025-01-01,2027-01-01
7449,CORE,owns_phi_record,pat_1794,phi_rec_1794,,2025-01-01,2027-01-01
7450,CORE,is_phi,phi_rec_1794,,,2025-01-01,2027-01-01
7451,CORE,is_doctor_of,doc_41,pat_1795,,2025-01-01,2027-01-01
7452,CORE,owns_phi_record,pat_1795,phi_rec_1795,,2025-01-01,2027-01-01
7453,CORE,is_phi,phi_rec_1795,,,2025-01-01,2027-01-01
7454,CORE,is_doctor_of,doc_8,pat_1796,,2025-01-01,2027-01-01
7455,CORE,owns_phi_record,pat_1796,phi_rec_1796,,2025-01-01,2027-01-01
7456,CORE,is_phi,phi_rec_1796,,,2025-01-01,2027-01-01
7457,CORE,is_doctor_of,doc_30,pat_1797,,2025-01-01,2027-01-01
7458,CORE,owns_phi_record,pat_1797,phi_rec_1797,,2025-01-01,2027-01-01
7459,CORE,is_phi,phi_rec_1797,,,2025-01-01,2027-01-01
7460,CORE,is_doctor_of,doc_49,pat_1798,,2025-01-01,2027-01-01
7461,CORE,owns_phi_record,pat_1798,phi_rec_1798,,2025-01-01,2027-01-01
7462,CORE,is_phi,phi_rec_1798,,,2025-01-01,2027-01-01
7463,CORE,is_doctor_of,doc_35,pat_1799,,2025-01-01,2027-01-01
7464,CORE,owns_phi_record,pat_1799,phi_rec_1799,,2025-01-01,2027-01-01
7465,CORE,is_phi,phi_rec_1799,,,2025-01-01,2027-01-01
7466,CORE,is_doctor_of,doc_3,pat_1800,,2025-01-01,2027-01-01
7467,CORE,owns_phi_record,pat_1800,phi_rec_1800,,2025-01-01,2027-01-01
7468,CORE,is_phi,phi_rec_1800,,,2025-01-01,2027-01-01
7469,CORE,is_doctor_of,doc_34,pat_1801,,2025-01-01,2027-01-01
7470,CORE,owns_phi_record,pat_1801,phi_rec_1801,,2025-01-01,2027-01-01
7471,CORE,is_phi,phi_rec_1801,,,2025-01-01,2027-01-01
7472,CORE,is_doctor_of,doc_5,pat_1802,,2025-01-01,2027-01-01
7473,CORE,owns_phi_record,pat_1802,phi_rec_1802,,2025-01-01,2027-01-01
7474,CORE,is_phi,phi_rec_1802,,,2025-01-01,2027-01-01
7475,CORE,is_doctor_of,doc_33,pat_1803,,2025-01-01,2027-01-01
7476,CORE,owns_phi_record,pat_1803,phi_rec_1803,,2025-01-01,2027-01-01
7477,CORE,is_phi,phi_rec_1803,,,2025-01-01,2027-01-01
7478,CORE,is_doctor_of,doc_21,pat_1804,,2025-01-01,2027-01-01
7479,CORE,owns_phi_record,pat_1804,phi_rec_1804,,2025-01-01,2027-01-01
7480,CORE,is_phi,phi_rec_1804,,,2025-01-01,2027-01-01
7481,CORE,is_doctor_of,doc_0,pat_1805,,2025-01-01,2027-01-01
7482,CORE,owns_phi_record,pat_1805,phi_rec_1805,,2025-01-01,2027-01-01
7483,CORE,is_phi,phi_rec_1805,,,2025-01-01,2027-01-01
7484,CORE,is_doctor_of,doc_49,pat_1806,,2025-01-01,2027-01-01
7485,CORE,owns_phi_record,pat_1806,phi_rec_1806,,2025-01-01,2027-01-01
7486,CORE,is_phi,phi_rec_1806,,,2025-01-01,2027-01-01
7487,CORE,is_doctor_of,doc_5,pat_1807,,2025-01-01,2027-01-01
7488,CORE,owns_phi_record,pat_1807,phi_rec_1807,,2025-01-01,2027-01-01
7489,CORE,is_phi,phi_rec_1807,,,2025-01-01,2027-01-01
7490,CORE,is_doctor_of,doc_6,pat_1808,,2025-01-01,2027-01-01
7491,CORE,owns_phi_record,pat_1808,phi_rec_1808,,2025-01-01,2027-01-01
7492,CORE,is_phi,phi_rec_1808,,,2025-01-01,2027-01-01
7493,CORE,is_doctor_of,doc_27,pat_1809,,2025-01-01,2027-01-01
7494,CORE,owns_phi_record,pat_1809,phi_rec_1809,,2025-01-01,2027-01-01
7495,CORE,is_phi,phi_rec_1809,,,2025-01-01,2027-01-01
7496,CORE,is_doctor_of,doc_38,pat_1810,,2025-01-01,2027-01-01
7497,CORE,owns_phi_record,pat_1810,phi_rec_1810,,2025-01-01,2027-01-01
7498,CORE,is_phi,phi_rec_1810,,,2025-01-01,2027-01-01
7499,CORE,is_doctor_of,doc_22,pat_1811,,2025-01-01,2027-01-01
7500,CORE,owns_phi_record,pat_1811,phi_rec_1811,,2025-01-01,2027-01-01
7501,CORE,is_phi,phi_rec_1811,,,2025-01-01,2027-01-01
7502,CORE,is_doctor_of,doc_36,pat_1812,,2025-01-01,2027-01-01
7503,CORE,owns_phi_record,pat_1812,phi_rec_1812,,2025-01-01,2027-01-01
7504,CORE,is_phi,phi_rec_1812,,,2025-01-01,2027-01-01
7505,CORE,is_doctor_of,doc_28,pat_1813,,2025-01-01,2027-01-01
7506,CORE,owns_phi_record,pat_1813,phi_rec_1813,,2025-01-01,2027-01-01
7507,CORE,is_phi,phi_rec_1813,,,2025-01-01,2027-01-01
7508,CORE,is_doctor_of,doc_21,pat_1814,,2025-01-01,2027-01-01
7509,CORE,owns_phi_record,pat_1814,phi_rec_1814,,2025-01-01,2027-01-01
7510,CORE,is_phi,phi_rec_1814,,,2025-01-01,2027-01-01
7511,CORE,is_doctor_of,doc_24,pat_1815,,2025-01-01,2027-01-01
7512,CORE,owns_phi_record,pat_1815,phi_rec_1815,,2025-01-01,2027-01-01
7513,CORE,is_phi,phi_rec_1815,,,2025-01-01,2027-01-01
7514,CORE,is_doctor_of,doc_32,pat_1816,,2025-01-01,2027-01-01
7515,CORE,owns_phi_record,pat_1816,phi_rec_1816,,2025-01-01,2027-01-01
7516,CORE,is_phi,phi_rec_1816,,,2025-01-01,2027-01-01
7517,CORE,is_doctor_of,doc_23,pat_1817,,2025-01-01,2027-01-01
7518,CORE,owns_phi_record,pat_1817,phi_rec_1817,,2025-01-01,2027-01-01
7519,CORE,is_phi,phi_rec_1817,,,2025-01-01,2027-01-01
7520,CORE,is_doctor_of,doc_40,pat_1818,,2025-01-01,2027-01-01
7521,CORE,owns_phi_record,pat_1818,phi_rec_1818,,2025-01-01,2027-01-01
7522,CORE,is_phi,phi_rec_1818,,,2025-01-01,2027-01-01
7523,CORE,is_doctor_of,doc_7,pat_1819,,2025-01-01,2027-01-01
7524,CORE,owns_phi_record,pat_1819,phi_rec_1819,,2025-01-01,2027-01-01
7525,CORE,is_phi,phi_rec_1819,,,2025-01-01,2027-01-01
7526,CORE,is_doctor_of,doc_8,pat_1820,,2025-01-01,2027-01-01
7527,CORE,owns_phi_record,pat_1820,phi_rec_1820,,2025-01-01,2027-01-01
7528,CORE,is_phi,phi_rec_1820,,,2025-01-01,2027-01-01
7529,CORE,is_doctor_of,doc_20,pat_1821,,2025-01-01,2027-01-01
7530,CORE,owns_phi_record,pat_1821,phi_rec_1821,,2025-01-01,2027-01-01
7531,CORE,is_phi,phi_rec_1821,,,2025-01-01,2027-01-01
7532,CORE,is_doctor_of,doc_1,pat_1822,,2025-01-01,2027-01-01
